"","id_str","text","created_at","retweet_count","in_reply_to_user_id_str","favorite_count","is_retweet","device"
"1130","795019500345233408","#DrainTheSwamp!
https://t.co/z68vGp9Bvf",2016-11-05 16:46:34,10861,NA,22060,FALSE,"iPhone"
"1131","795017781423067136","Top Clinton Aides Bemoan Campaign 'All Tactics,' No Vision: https://t.co/mHYvQtIq78",2016-11-05 16:39:44,8130,NA,16602,FALSE,"iPhone"
"1133","795014711716757504","Watch Coach Mike Ditka- a great guy and supporter tonight at 8pmE on #WattersWorld with @jessebwatters @FoxNews.",2016-11-05 16:27:32,6773,NA,21041,FALSE,"iPhone"
"1134","794996097370427392","Thank you Wilmington, North Carolina. We are 3 days away from the CHANGE you've been waiting for your entire life!… https://t.co/6ZJZRBfLST",2016-11-05 15:13:34,11008,NA,32220,FALSE,"iPhone"
"1135","794994280829952000","Thank you for the incredible support this morning Tampa, Florida! #ICYMI- watch here: https://t.co/q43kHf7MoE https://t.co/1GscFNaV4L",2016-11-05 15:06:21,8224,NA,23453,FALSE,"iPhone"
"1136","794943632176451584","Join me in Denver, Colorado tonight at 9:30pm: https://t.co/LJYGIK7Mri

NEW- Scranton, Pennsylvania Monday @ 5:30pm: https://t.co/BcErCtsPdF",2016-11-05 11:45:05,5813,NA,16526,FALSE,"iPhone"
"1138","794734211559292928","Thank you Hershey, Pennsylvania. Get out &amp; VOTE on November 8th &amp; we will #MAGA! #RallyForRiley 
#ICYMI, watch here… https://t.co/maWukVBTr8",2016-11-04 21:52:56,10275,NA,28347,FALSE,"iPhone"
"1139","794690094594740224","Join me in Denver, Colorado tomorrow at 9:30pm!
Tickets: https://t.co/LJYGIK7Mri",2016-11-04 18:57:37,5455,NA,16787,FALSE,"iPhone"
"1141","794683513853382656","The only thing that can stop this corrupt machine is YOU. The only force strong enough to save our country is US.… https://t.co/7dcSHOkuzc",2016-11-04 18:31:28,33882,NA,65111,FALSE,"iPhone"
"1142","794679364289986560","Thank you Ohio! VOTE so we can replace Obamacare and save healthcare for every family in the United States! Watch:… https://t.co/7CH8ZnGdOa",2016-11-04 18:14:59,9591,NA,25451,FALSE,"iPhone"
"1144","794617042888491008","If Obama worked as hard on straightening out our country as he has trying to protect and elect Hillary, we would all be much better off!",2016-11-04 14:07:20,41479,NA,102045,FALSE,"iPhone"
"1145","794614251709169664","'ICE OFFICERS WARN HILLARY IMMIGRATION PLAN WILL UNLEASH GANGS, CARTELS &amp; DRUG VIOLENCE NATIONWIDE'… https://t.co/09aSrBwQrv",2016-11-04 13:56:15,17286,NA,26364,FALSE,"iPhone"
"1148","794562979652128772","Join me today in Wilmington, Ohio at 4pm: https://t.co/eCLECMkYLw

Tomorrow- Tampa, Florida at 10am: https://t.co/N9380pVmuM",2016-11-04 10:32:31,4153,NA,12957,FALSE,"iPhone"
"1151","794281898570825728","#CrookedHillary is unfit to serve. https://t.co/bSuGvInNF1",2016-11-03 15:55:36,19868,NA,36448,FALSE,"iPhone"
"1152","794281211963338752","Thank you Concord, North Carolina! When WE win on November 8th, we are going to Washington, D.C. and we are going t… https://t.co/7j4MBn1Waf",2016-11-03 15:52:52,12262,NA,33150,FALSE,"iPhone"
"1153","794259252613414915","Watching my beautiful wife, Melania, speak about our love of country and family. We will make you all very proud.… https://t.co/DiKmSnTlC2",2016-11-03 14:25:37,16768,NA,55454,FALSE,"iPhone"
"1155","794155725152980992","ObamaCare is a total disaster. Hillary Clinton wants to save it by making it even more expensive. Doesn't work, I will REPEAL AND REPLACE!",2016-11-03 07:34:14,15563,NA,45972,FALSE,"Android"
"1156","794154017983238145","My wife, Melania, will be speaking in Pennsylvania this afternoon. So exciting, big crowds! I will be watching from North Carolina.",2016-11-03 07:27:27,12052,NA,46156,FALSE,"Android"
"1157","794025263604625409","Thank you Arlene! We will MAKE AMERICA SAFE AND GREAT AGAIN! 
#ImWithYou #DrainTheSwamp 
https://t.co/tSI0YP2LL9",2016-11-02 22:55:49,11009,NA,28978,FALSE,"iPhone"
"1158","793959470585913345","#MakeAmericaGreatAgain #6Days https://t.co/eHTGIEpFsm",2016-11-02 18:34:23,17821,NA,37250,FALSE,"iPhone"
"1159","793928267250171904","Thank you Orlando, Florida! We are just six days away from delivering justice for every forgotten man, woman and ch… https://t.co/LPXBQZ5AXt",2016-11-02 16:30:24,16514,NA,45532,FALSE,"iPhone"
"1161","793890059510505472","Clinton camp fumed when surrogate told supporters Clinton planned to betray labor on TPP post-election: 
https://t.co/ZZjbGDZP7e",2016-11-02 13:58:34,9997,NA,19222,FALSE,"iPhone"
"1164","793796754193936385","Crooked Hillary Clinton deleted 33,000 e-mails AFTER they were subpoenaed by the United States Congress. Guilty - cannot run. Rigged system!",2016-11-02 07:47:48,18560,NA,48458,FALSE,"Android"
"1166","793763567837253633","You can change your vote in six states. So, now that you see that Hillary was a big mistake, change your vote to MAKE AMERICA GREAT AGAIN!",2016-11-02 05:35:56,25391,NA,58439,FALSE,"Android"
"1167","793659710054498304","Join me in Florida tomorrow!

MIAMI•12pm
https://t.co/A3X71Q6sG2

ORLANDO•4pm
https://t.co/6BqTVoty5C

PENSACOLA•7p… https://t.co/kEQuuJeO1B",2016-11-01 22:43:15,8314,NA,18853,FALSE,"iPhone"
"1169","793569883409657856","'Podesta urged Clinton team to hand over emails after use of private server emerged' https://t.co/NYvVmoA8wl",2016-11-01 16:46:18,8363,NA,17037,FALSE,"iPhone"
"1171","793563282854383617","Hillary Advisers Wanted Her To Avoid Supporting Israel When Talking To Democrats: https://t.co/y7m8iVU173",2016-11-01 16:20:04,9122,NA,15925,FALSE,"iPhone"
"1172","793562498100178945","Trump promises special session to repeal Obamacare: https://t.co/wTCd108yrV",2016-11-01 16:16:57,8479,NA,18654,FALSE,"iPhone"
"1173","793562183573442560","'Kept me out of jail': Top DOJ official involved in Clinton probe represented her campaign chairman: https://t.co/QUZn97CEOq",2016-11-01 16:15:42,10856,NA,18787,FALSE,"iPhone"
"1174","793524189240188928",".@DarrellIssa is a very good man. Help him win his congressional seat in California.",2016-11-01 13:44:44,10566,NA,24122,FALSE,"iPhone"
"1176","793456094198759424","So terrible that Crooked didn't report she got the debate questions from Donna Brazile, if that were me it would have been front page news!",2016-11-01 09:14:09,32713,NA,80724,FALSE,"iPhone"
"1178","793422633111023616","Crooked Hillary should not be allowed to run for president. She deleted 33,000 e-mails AFTER getting a subpoena from U.S. Congress. RIGGED!",2016-11-01 07:01:11,23747,NA,59656,FALSE,"Android"
"1179","793421274043285504","Wow, now leading in @ABC /@washingtonpost Poll 46 to 45. Gone up 12 points in two weeks, mostly before the Crooked Hillary blow-up!",2016-11-01 06:55:47,16479,NA,39631,FALSE,"Android"
"1182","793167761509851137","#ObamacareFail #HillarycareFail https://t.co/gaXOWVI0Xa",2016-10-31 14:08:25,16015,NA,27779,FALSE,"iPhone"
"1184","793129964476436480","Legendary basketball coach Bobby Knight who has 900+ wins, many championships and a gold medal will be introducing… https://t.co/aHltfG7U4I",2016-10-31 11:38:13,13169,NA,42983,FALSE,"iPhone"
"1187","792922071437287428","Beautiful rally in Albuquerque, New Mexico this evening - thank you. Get out &amp; VOTE! #DrainTheSwamp
Watch rally:… https://t.co/K2RSgt2Zh5",2016-10-30 21:52:08,12825,NA,29251,FALSE,"iPhone"
"1188","792868471734345728","Thank you Greeley, CO! REAL change means restoring honesty to the govt. Our plan will END govt. corruption! Watch:… https://t.co/qz5AL7zvp4",2016-10-30 18:19:09,11627,NA,27255,FALSE,"iPhone"
"1189","792804645542305792","Thank you Las Vegas, Nevada- I love you! Departing for Greeley, Colorado now. Get out &amp; VOTE! #ICYMI- watch here:… https://t.co/uIloPRtEn9",2016-10-30 14:05:31,8325,NA,22954,FALSE,"iPhone"
"1190","792787872789045248","See you tomorrow Michigan!

Grand Rapids, MI tomorrow at noon:
https://t.co/xFPRNEPNZ5

Warren, MI tomorrow at 3pm:… https://t.co/UHRTgS88B5",2016-10-30 12:58:52,7869,NA,20476,FALSE,"iPhone"
"1191","792734426912337920","Wow, Twitter, Google and Facebook are burying the FBI criminal investigation of Clinton. Very dishonest media!",2016-10-30 09:26:30,35433,NA,72013,FALSE,"Android"
"1193","792726526127067136","We are now leading in many polls, and many of these were taken before the criminal investigation announcement on Friday - great in states!",2016-10-30 08:55:06,21013,NA,64282,FALSE,"Android"
"1194","792540629548933120","Great day in Colorado &amp; Arizona. Will be in Nevada, Colorado and New Mexico tomorrow - join me!
Tickets:… https://t.co/vMPTsLXsCT",2016-10-29 20:36:25,10770,NA,26717,FALSE,"iPhone"
"1195","792537371291987968","THANK YOU Phoenix, Arizona! Time for new POWERFUL leadership. Just imagine what WE can accomplish in our first 100… https://t.co/gqZLLxcenk",2016-10-29 20:23:28,15279,NA,38794,FALSE,"iPhone"
"1199","792409386073202688","Tomorrow!

Las Vegas, NV- 11a: https://t.co/KluudKImvn
Greeley, CO- 4p: https://t.co/JYimiIbqKB
Albuquerque, NM- 7p: https://t.co/7SCol4vQlM",2016-10-29 11:54:54,6007,NA,13884,FALSE,"iPhone"
"1200","792352376828993538","I am in Colorado - big day planned - but nothing can be as big as yesterday!",2016-10-29 08:08:22,12505,NA,42873,FALSE,"Android"
"1203","792176315478609920","Just landed in Iowa - speaking soon!",2016-10-28 20:28:46,6283,NA,25021,FALSE,"Android"
"1206","792049535195439104","Heading to New Hampshire. Will be talking about the disaster known as ObamaCare!",2016-10-28 12:04:59,7680,NA,25567,FALSE,"Android"
"1207","792031499075944448","If my people said the things about me that Podesta &amp; Hillary's people said about her, I would fire them out of self respect. ""Bad instincts""",2016-10-28 10:53:19,17761,NA,48926,FALSE,"iPhone"
"1210","791795308162408448","Join @TeamTrump on Facebook &amp; watch tonight's rally from Geneva, Ohio- our 3rd rally of the day. #AmericaFirst #MAGA https://t.co/ZqJmf4QcwH",2016-10-27 19:14:46,6330,NA,16056,FALSE,"iPhone"
"1215","791738173462310912","#ICYMI: I agree- To all Americans, I see you &amp; I hear you. I am your voice. Vote to #DrainTheSwamp with me on 11/8.… https://t.co/P2edj2MoXy",2016-10-27 15:27:44,15037,NA,31379,FALSE,"iPhone"
"1216","791722658358439936","Thank you Springfield, Ohio. Get out and #VoteTrumpPence16!
#ICYMI - watch here: https://t.co/dEoXV6oS3b… https://t.co/RNgCUUqO4X",2016-10-27 14:26:05,7306,NA,17323,FALSE,"iPhone"
"1217","791697302519947264","Join me live in Springfield, Ohio!
https://t.co/LREA7WRmOx",2016-10-27 12:45:20,4454,NA,12618,FALSE,"iPhone"
"1218","791653174994202624","Inside 'Bill Clinton Inc.': Hacked memo reveals intersection of charity and personal income. #DrainTheSwamp!
https://t.co/UfDVzeSDfd",2016-10-27 09:49:59,13148,NA,21471,FALSE,"iPhone"
"1219","791651860889427968","JOIN ME! #MAGA
TODAY:
Springfield, OH 
Toledo, OH 
Geneva, OH 
FRIDAY:
Manchester, NH 
Lisbon, ME 
Cedar Rapids, IA
https://t.co/kv624y9UOm",2016-10-27 09:44:46,7231,NA,17528,FALSE,"iPhone"
"1220","791648893725450240","I agree, @MMFlint- To all Americans, I see you &amp; I hear you. I am your voice. Vote to #DrainTheSwamp w/ me on 11/8. https://t.co/D7nBwkogBb",2016-10-27 09:32:59,11854,NA,24562,FALSE,"iPhone"
"1221","791643269109350400","Ron Fournier: ""Clinton Used Secret Server To Protect #CircleOfEnrichment”
https://t.co/4OGP3tPxyp",2016-10-27 09:10:38,8579,NA,15000,FALSE,"iPhone"
"1222","791642669256769536","'WikiLeaks Drip-Drop Releases Prove One Thing: There's No Nov. 8 Deadline on Clinton's Dishonesty and Scandals'
https://t.co/MfRy3Nvd4F",2016-10-27 09:08:15,12505,NA,23293,FALSE,"iPhone"
"1223","791625798792974336","A lot of call-ins about vote flipping at the voting booths in Texas. People are not happy. BIG lines. What is going on?",2016-10-27 08:01:12,19800,NA,40090,FALSE,"Android"
"1224","791614912833449984","Obamacare is a disaster. We must REPEAL &amp; REPLACE. Tired of the lies, and want to #DrainTheSwamp? Get out &amp; VOTE… https://t.co/jOelj829Pg",2016-10-27 07:17:57,14764,NA,30570,FALSE,"iPhone"
"1226","791457576030535680","Thank you Charlotte, North Carolina. Great afternoon! #ICYMI - I delivered a speech on urban renewal. Full speech:… https://t.co/ga6DQZrIR0",2016-10-26 20:52:45,10702,NA,26373,FALSE,"iPhone"
"1230","791043842124439552","Thank you Sanford, Florida. Get out &amp; VOTE #TrumpPence16! #ICYMI- watch this afternoons rally here:… https://t.co/zVXrScClfd",2016-10-25 17:28:43,10167,NA,24738,FALSE,"iPhone"
"1231","791037075030179840","REPEAL AND REPLACE!!! 
#ObamaCareInThreeWords",2016-10-25 17:01:50,16697,NA,38530,FALSE,"iPhone"
"1235","791017424426504192","Obamacare is a disaster. Rates going through the sky - ready to explode. I will fix it. Hillary can't!
#ObamacareFailed",2016-10-25 15:43:45,13020,NA,32629,FALSE,"iPhone"
"1238","790948782288596992","#ObamacareFail https://t.co/90Aixp25Oc",2016-10-25 11:10:59,11896,NA,20880,FALSE,"iPhone"
"1241","790936027871477764","#ObamacareFail https://t.co/Mb0YW1rg6g",2016-10-25 10:20:18,12416,NA,23025,FALSE,"iPhone"
"1245","790923701193768960","As election looms, some bad news for Clinton, Democrats:
https://t.co/7aWWVQPjTo",2016-10-25 09:31:19,8356,NA,15699,FALSE,"iPhone"
"1246","790730455129714688","Record crowd in Tampa, Florida- thank you! We will WIN FLORIDA, #DrainTheSwamp in Washington D.C. and MAKE AMERICA… https://t.co/IpSUYnXcp6",2016-10-24 20:43:26,15309,NA,34493,FALSE,"iPhone"
"1247","790726388978515968","Thank you Bobby Bowden for the intro tonight and your support! I hope I can do as well for Florida as you have done! https://t.co/Vx5iltoaXj",2016-10-24 20:27:16,15742,NA,37822,FALSE,"iPhone"
"1249","790672365466316800","Peter Navarro: 'Trump the Bull vs. Clinton the Bear' #DrainTheSwamp 
https://t.co/mQRkfMG80j",2016-10-24 16:52:36,6183,NA,13641,FALSE,"iPhone"
"1252","790654003981918208","THANK YOU St. Augustine, Florida! Get out and VOTE! Join the MOVEMENT - and lets #DrainTheSwamp! Off to Tampa now!… https://t.co/zgwqhy2jBX",2016-10-24 15:39:38,11985,NA,29981,FALSE,"iPhone"
"1255","790593186787840000","'Hillary Clinton Had Gun Control Supporters Planted In Town Hall Audience' https://t.co/1GVq74iW8a",2016-10-24 11:37:58,11458,NA,18616,FALSE,"iPhone"
"1256","790592685144846336","Leaving West Palm Beach, Florida now - heading to St. Augustine for a 3pm rally. Will be in Tampa at 7pm - join me:… https://t.co/eLunEQRxZq",2016-10-24 11:35:59,7662,NA,20044,FALSE,"iPhone"
"1257","790584855150997504","'The Clinton Foundation's Most Questionable Foreign Donations'
#PayToPlay #DrainTheSwamp
https://t.co/IkeqMRjX5z",2016-10-24 11:04:52,10189,NA,16778,FALSE,"iPhone"
"1259","790565076159922177","Get out to VOTE on 11/8/2016- and we will #DrainTheSwamp!
RASMUSSEN NATIONAL 
Trump 43%
Clinton 41% https://t.co/jIOR7Bq816",2016-10-24 09:46:16,15004,NA,31769,FALSE,"iPhone"
"1260","790557856806371328","We are winning and the press is refusing to report it. Don't let them fool you- get out and vote! #DrainTheSwamp on November 8th!",2016-10-24 09:17:35,22715,NA,49295,FALSE,"iPhone"
"1261","790539740118446080","Why has nobody asked Kaine about the horrible views emanated on WikiLeaks about Catholics? Media in the tank for Clinton but Trump will win!",2016-10-24 08:05:36,14772,NA,37266,FALSE,"iPhone"
"1264","790378549395988480","'Clinton Ally Aided Campaign of FBI Official's Wife' https://t.co/U0w99gfyKE",2016-10-23 21:25:05,12972,NA,20245,FALSE,"iPhone"
"1266","790343447987314692","Thank you Naples, Florida! Get out and VOTE #TrumpPence16 on 11/8. 
Lets #MakeAmericaGreatAgain! 
Full Naples rally… https://t.co/5ZbteSJ00K",2016-10-23 19:05:36,11078,NA,26357,FALSE,"iPhone"
"1271","790228805986217985","Former Prosecutor: The Clintons Are So Corrupt, Everything 'They Touch Turns To Molten Lead' 
https://t.co/5Eyfi092vn",2016-10-23 11:30:03,11903,NA,22537,FALSE,"iPhone"
"1272","790227242500644864","Thank you Las Vegas Review Journal! 
EDITORIAL: 'Donald Trump for president' https://t.co/uH5GH7Bhe0 via @reviewjournal",2016-10-23 11:23:50,9191,NA,19939,FALSE,"iPhone"
"1275","790016528011890688","WikiLeaks: 'Clinton-Kaine Even Lied About Timing of Veep Pick'
https://t.co/e1NVdpSfNr",2016-10-22 21:26:32,12215,NA,21351,FALSE,"iPhone"
"1277","790011110984445952","'Huma Abedin told Clinton her secret email account caused problems'
https://t.co/i4zN2QzKnf",2016-10-22 21:05:01,11734,NA,19967,FALSE,"iPhone"
"1278","789966670630715394","Just arrived in Cleveland, Ohio- join Governor @Mike_Pence and I now, LIVE via: https://t.co/SS58ChFTNy",2016-10-22 18:08:25,6387,NA,17045,FALSE,"iPhone"
"1280","789936850051932161","Unbelievable crowd of supporters in Virginia Beach, Virginia. Thank you! Next stop - Cleveland, Ohio.… https://t.co/CN3sdX5ft1",2016-10-22 16:09:56,9585,NA,25396,FALSE,"iPhone"
"1281","789917911821520898","In order to #DrainTheSwamp &amp; create a new GOVERNMENT of, by, &amp; for the PEOPLE, I need your VOTE! Go to https://t.co/HfihPERFgZ- LET'S #MAGA!",2016-10-22 14:54:40,12312,NA,26379,FALSE,"iPhone"
"1282","789899250834534400","Today I introduced my Contract with the American Voter - our economy will be STRONG &amp; our people will be SAFE.… https://t.co/Sa6XUfueU4",2016-10-22 13:40:31,14916,NA,32323,FALSE,"iPhone"
"1284","789887588178006017","Crooked Hillary Clinton Tops Middle East Forum's 'Islamist Money List'
https://t.co/JC25rNtx6G",2016-10-22 12:54:11,9788,NA,16993,FALSE,"iPhone"
"1285","789886518303330304","Thank you Gettysburg, Pennsylvania! #DrainTheSwamp https://t.co/jWgLcxDji7",2016-10-22 12:49:56,9831,NA,23079,FALSE,"iPhone"
"1286","789833922590957568","Landing in Pennsylvania now. Great new poll this morning, thank you. Lets #DrainTheSwamp and #MakeAmericaGreatAgain… https://t.co/BV2RFavG84",2016-10-22 09:20:56,15019,NA,35331,FALSE,"iPhone"
"1287","789828981197602816","Will be in Cleveland, Ohio w/ @mike_pence tonight- join us: https://t.co/hre7FofPxQ

Naples, Florida-tomorrow @ 6pm: https://t.co/Oax06JVzv1",2016-10-22 09:01:18,5916,NA,15035,FALSE,"iPhone"
"1288","789671091182632960","The media refuses to talk about the three new national polls that have me in first place. Biggest crowds ever - watch what happens!",2016-10-21 22:33:54,23733,NA,63178,FALSE,"Android"
"1289","789668492480016384","Just returned from Pennsylvania where we will be bringing back their jobs. Amazing crowd. Will be going back tomorrow, to Gettysburg!",2016-10-21 22:23:34,11104,NA,36589,FALSE,"Android"
"1291","789631866714386432","Thank you to the great crowd of supporters in Newtown, Pennsylvania. Get out &amp; VOTE on 11/8/16. Lets #MAGA! Watch:… https://t.co/eb6XuMlbFW",2016-10-21 19:58:02,9518,NA,22462,FALSE,"iPhone"
"1292","789599646821806085","#CrookedHillary sending U.S. intelligence info. to Podesta's hacked email is 'unquestionably an OPSEC violation' https://t.co/z58aeo4CO7",2016-10-21 17:50:00,12065,NA,21003,FALSE,"iPhone"
"1294","789596138462650372","Donna Brazile Shreds Obama Economy - Acting DNC chair says 'people are more in despair about how things are' https://t.co/LQNbISSoX0",2016-10-21 17:36:04,11455,NA,20842,FALSE,"iPhone"
"1295","789590785733918721","'Clinton Campaign And Harry Reid Worked With New York Times To Smear State Dept Watchdog'
Time to #DrainTheSwamp! 
https://t.co/0VDdGdpCTg",2016-10-21 17:14:47,9734,NA,16890,FALSE,"iPhone"
"1296","789589818581848064","VERY IRONIC: ""In 2010 video, Clinton lectured underlings on cybersecurity and guarding 'sensitive information'"" 
https://t.co/dL7VDMqSLy",2016-10-21 17:10:57,11456,NA,20788,FALSE,"iPhone"
"1298","789541345216036864","A top Clinton Foundation official said he could name “500 different examples” of conflicts of interest. 
https://t.co/rtWhdYOyq7",2016-10-21 13:58:20,11985,NA,20617,FALSE,"iPhone"
"1301","789520268972601344","The results are in on the final debate and it is almost unanimous, I WON! Thank you, these are very exciting times.",2016-10-21 12:34:35,16793,NA,56475,FALSE,"Android"
"1302","789487320290430976","Huma calls it a ""MESS,"" the rest of us call it CORRUPT! WikiLeaks catches Crooked in the act - again.
#DrainTheSwamp https://t.co/juvdLIJPWu",2016-10-21 10:23:39,14921,NA,25083,FALSE,"iPhone"
"1303","789226753831075841","Hillary &amp; Obama's Broken Promises. 
#RepealObamacare https://t.co/oz24r2xW7G",2016-10-20 17:08:15,13418,NA,24843,FALSE,"iPhone"
"1304","789224624320028672","In addition to those without health coverage- those that have disastrous #Obamacare are seeing MASSIVE PREMIUM INCR… https://t.co/J7ldXmUmJm",2016-10-20 16:59:48,11349,NA,24177,FALSE,"iPhone"
"1305","789202030493634560","Crooked Hillary promised 200k jobs in NY and FAILED. We'll create 25M jobs when I'm president, and I will DELIVER! https://t.co/NgyCkEH7Xn",2016-10-20 15:30:01,12210,NA,24708,FALSE,"iPhone"
"1307","789196063819390976","'Trump won the third debate'
https://t.co/Wh52fyLNRz",2016-10-20 15:06:18,10714,NA,26332,FALSE,"iPhone"
"1312","789157526378012672","Thank you Delaware County, Ohio! Remember- either we WIN this election, or we are going to LOSE this country!… https://t.co/ntDRTzYOqi",2016-10-20 12:33:10,11120,NA,27050,FALSE,"iPhone"
"1313","789132223479947264","If elected POTUS - I will stop RADICAL ISLAMIC TERRORISM in this country! In order to do this, we need to… https://t.co/45Vyk6z18m",2016-10-20 10:52:38,16317,NA,38250,FALSE,"iPhone"
"1316","789001728632946688","Just landed in Ohio. Thank you America- I am honored to win the final debate for our MOVEMENT. It is time to… https://t.co/ivdjRzL6wZ",2016-10-20 02:14:05,19190,NA,44828,FALSE,"iPhone"
"1317","788959791179767808","Totally dishonest Donna Brazile chokes on the truth. Highly illegal! 
Watch: https://t.co/Rs5brj31bA https://t.co/FYoRo6MUjX",2016-10-19 23:27:27,17596,NA,34939,FALSE,"iPhone"
"1320","788954581346779136","Great poll - thank you America! Once we #DrainTheSwamp, together we will #MAGA<U+0001F1FA><U+0001F1F8>#Debate https://t.co/SvcjmrsHKD",2016-10-19 23:06:44,15121,NA,36222,FALSE,"iPhone"
"1321","788937644642213888","That was really exciting. Made all of my points. MAKE AMERICA GREAT AGAIN!",2016-10-19 21:59:26,22263,NA,71554,FALSE,"Android"
"1322","788935685088477185","Join my team over on my Facebook page- live now! #Debates
https://t.co/vpDVQfO58A https://t.co/5v1tWzHrxq",2016-10-19 21:51:39,4598,NA,12730,FALSE,"iPhone"
"1324","788931248672563200","HILLARY'S HEALTH CARE POLICIES
#DrainTheSwamp #Debate https://t.co/t1Sr8dk2Xi",2016-10-19 21:34:01,7251,NA,15871,FALSE,"iPhone"
"1325","788930977301090304","We have to repeal &amp; replace #Obamacare! Look at what is doing to people! #DrainTheSwamp https://t.co/fsv7P11mWV",2016-10-19 21:32:57,15216,NA,25033,FALSE,"iPhone"
"1326","788930515520724992","The economy cannot take four more years of these same failed policies.
#BigLeagueTruth #DrainTheSwamp https://t.co/o8g2E5xXy6",2016-10-19 21:31:07,7785,NA,16178,FALSE,"iPhone"
"1328","788929609458823168","I WILL DEFEAT ISIS. THEY HAVE BEEN AROUND TOO LONG! What has our leadership been doing?
#DrainTheSwamp https://t.co/tU0iW3Gi9v",2016-10-19 21:27:31,6493,NA,14177,FALSE,"iPhone"
"1330","788926818162139136","HILLARY FAILED ALL OVER THE WORLD. #BigLeagueTruth  
<U+274C>LIBYA
<U+274C>SYRIA
<U+274C>IRAN
<U+274C>IRAQ
<U+274C>ASIA PIVOT
<U+274C>RUSSIAN RESET
<U+274C>BENGHAZI… https://t.co/H1UH0svtt2",2016-10-19 21:16:25,11502,NA,20970,FALSE,"iPhone"
"1331","788926328976187392","Hillary says ""take back Mosul?"" We would have NEVER lost Mosul- if it wasn't for #CrookedHillary. #DrainTheSwamp https://t.co/TmsY0ApFLQ",2016-10-19 21:14:29,7542,NA,16317,FALSE,"iPhone"
"1334","788921604130562052","Brought to you by @HillaryClinton &amp; her campaign- in Chicago, Illinois. 
#BigLeagueTruth #DrainTheSwamp https://t.co/10iUBOcECp",2016-10-19 20:55:42,10738,NA,16400,FALSE,"iPhone"
"1338","788918810040344576","This is what we can expect from #CrookedHillary. More Taxes. More Spending. #BigLeageTruth #DrainTheSwamp #Debates https://t.co/5yxnt0gNUF",2016-10-19 20:44:36,6146,NA,10828,FALSE,"iPhone"
"1340","788917052337557505",".@HillaryClinton- you have failed, failed, and failed. #BigLeagueTruth
Time to #DrainTheSwamp! https://t.co/c2EiyU8XKK",2016-10-19 20:37:37,6739,NA,12395,FALSE,"iPhone"
"1343","788913356656652289","Hillary Clinton will use American tax dollars to provide amnesty for thousands of illegals. I will put… https://t.co/ZpV33TfbR6",2016-10-19 20:22:56,5668,NA,11097,FALSE,"iPhone"
"1344","788912156234227712","#SecondAmendment #2A
#Debates https://t.co/QbOaf8Dlhs",2016-10-19 20:18:09,4996,NA,10301,FALSE,"iPhone"
"1346","788907319434158080","This is an incredible MOVEMENT- WE are going to take our country BACK! #November8th #BigLeagueTruth #Debate https://t.co/BT4VgYTkBr",2016-10-19 19:58:56,4731,NA,10713,FALSE,"iPhone"
"1347","788904702528229376","I will be handing over my Twitter account to my team of deplorables for tonight's #debate
#MakeAmericaGreatAgain",2016-10-19 19:48:32,7508,NA,25004,FALSE,"iPhone"
"1350","788865913822916608","Join my team tonight at 8:30pmE!
https://t.co/ZqJmf4yB87 https://t.co/ncJXn6fURF",2016-10-19 17:14:24,4708,NA,11182,FALSE,"iPhone"
"1351","788854422105235456","I will issue a lifetime ban against senior executive branch officials lobbying on behalf of a FOREIGN GOVERNMENT!… https://t.co/GQizTdCdFC",2016-10-19 16:28:45,14212,NA,33518,FALSE,"iPhone"
"1352","788853838191075328","I am going to expand the definition of LOBBYIST - so we close all the LOOPHOLES! #DrainTheSwamp https://t.co/PBPrrEnfSK",2016-10-19 16:26:25,8822,NA,20467,FALSE,"iPhone"
"1354","788831347036917760","'Hillary Clinton Deleted Emails With Her Email Server Technician'
https://t.co/VvO4lTKsaj",2016-10-19 14:57:03,7855,NA,14345,FALSE,"iPhone"
"1355","788824835019255808","Join me in Delaware, Ohio tomorrow at 12:30pm! #DrainTheSwamp 
Tickets: https://t.co/TWRFY1ryY8 https://t.co/Zd1KjzlCtJ",2016-10-19 14:31:10,4646,NA,11814,FALSE,"iPhone"
"1357","788804579106226176","'Dem Operative Who Oversaw Trump Rally Agitators Visited White House 342 Times' #DrainTheSwamp 
https://t.co/MO4SJaQMzo",2016-10-19 13:10:41,12016,NA,18582,FALSE,"iPhone"
"1358","788803495507832833","'State works hard, and illegally, for Clinton' #DrainTheSwamp https://t.co/zXvUnJTKhF",2016-10-19 13:06:23,7942,NA,14551,FALSE,"iPhone"
"1359","788803222496346112","'Scandals surround Clinton's gatekeeper at State'
#DrainTheSwamp https://t.co/xxTTZeMYAc",2016-10-19 13:05:18,7052,NA,13106,FALSE,"iPhone"
"1361","788786220671176704","More Anti-Catholic Emails From Team Clinton: https://t.co/KYirBbYjp2 https://t.co/f8Z7olUvlM",2016-10-19 11:57:44,9787,NA,15453,FALSE,"iPhone"
"1362","788765196584038400","It is time to #DrainTheSwamp!
https://t.co/U2XeM2vDJK",2016-10-19 10:34:12,9501,NA,18541,FALSE,"iPhone"
"1363","788552360326893568","'Food Groups' – Emails Show Clinton Campaign Organized Potential VPs By Race And Gender: https://t.co/Qk1fOm1t8L",2016-10-18 20:28:27,11197,NA,18566,FALSE,"iPhone"
